category_ids,category_names,sku,meta_title,meta_description,Image,manufacturer,description,short_description,summary,upc,size_info,meta_keyword
704|21682,Wire Strippers|Wire Strippers and Cable Slitters,2078305,"5"" Wire Stripper / Cutter","5"" Wire Stripper / Cutter - IRWIN Tools - 2078305",E:\IMAGES\ITEMS\product\5\-\5-wire-stripper-cutter-irwin-tools-2078305.jpg,Irwin Tools,Wire Stripper / Cutter,,10-20 AWG selection dial adjusts for stripping wire of varying gauges . Textured grips reduce hand slippage.,,"5"" Wire Stripper / Cutter - IRWIN Tools - 2078305","5"" Wire Stripper / Cutter"
711|21749,Chalk Reels | Chalk|Chalk Line Reels,2032180,Permanent Staining Marking Chalk- Midnight Black 5lb,Permanent Staining Marking Chalk- Midnight Black 5lb - IRWIN Tools - 2032180,E:\IMAGES\ITEMS\product\p\e\permanent-staining-marking-chalk-midnight-black-5lb-irwin-tools-2032180.jpg,Irwin Tools,Permanent Staining Marking Chalk,,Visible after weeks of weather exposure and jobsite wear . Reduces need for spray sealant . Stains surfaces.,,Permanent Staining Marking Chalk- Midnight Black 5lb - IRWIN Tools - 2032180,Permanent Staining Marking Chalk- Midnight Black 5lb
711|21749,Chalk Reels | Chalk|Chalk Line Reels,2032179,Permanent Staining Marking Chalk- Crimson Red 5lb,Permanent Staining Marking Chalk- Crimson Red 5lb - IRWIN Tools - 2032179,E:\IMAGES\ITEMS\product\p\e\permanent-staining-marking-chalk-crimson-red-5lb-irwin-tools-2032179.jpg,Irwin Tools,Permanent Staining Marking Chalk,,Visible after weeks of weather exposure and jobsite wear . Reduces need for spray sealant . Stains surfaces.,,Permanent Staining Marking Chalk- Crimson Red 5lb - IRWIN Tools - 2032179,Permanent Staining Marking Chalk- Crimson Red 5lb
711|21749,Chalk Reels | Chalk|Chalk Line Reels,2032178,Permanent Staining Marking Chalk- Indigo Blue 5lb,Permanent Staining Marking Chalk- Indigo Blue 5lb - IRWIN Tools - 2032178,E:\IMAGES\ITEMS\product\p\e\permanent-staining-marking-chalk-indigo-blue-5lb-irwin-tools-2032178.jpg,Irwin Tools,Permanent Staining Marking Chalk,,Visible after weeks of weather exposure and jobsite wear . Reduces need for spray sealant . Stains surfaces.,,Permanent Staining Marking Chalk- Indigo Blue 5lb - IRWIN Tools - 2032178,Permanent Staining Marking Chalk- Indigo Blue 5lb
711|21749,Chalk Reels | Chalk|Chalk Line Reels,2032176,Permanent Staining Marking Chalk- Midnight Black 2.5lb,Permanent Staining Marking Chalk- Midnight Black 2.5lb - IRWIN Tools - 2032176,E:\IMAGES\ITEMS\product\p\e\permanent-staining-marking-chalk-midnight-black-25lb-irwin-tools-2032176.jpg,Irwin Tools,Permanent Staining Marking Chalk,,Visible after weeks of weather exposure and jobsite wear . Reduces need for spray sealant . Stains surfaces.,,Permanent Staining Marking Chalk- Midnight Black 2.5lb - IRWIN Tools - 2032176,Permanent Staining Marking Chalk- Midnight Black 2.5lb
711|21749,Chalk Reels | Chalk|Chalk Line Reels,2032175,Permanent Staining Marking Chalk- Crimson Red 2.5lb,Permanent Staining Marking Chalk- Crimson Red 2.5lb - IRWIN Tools - 2032175,E:\IMAGES\ITEMS\product\p\e\permanent-staining-marking-chalk-crimson-red-25lb-irwin-tools-2032175.jpg,Irwin Tools,Permanent Staining Marking Chalk,,Visible after weeks of weather exposure and jobsite wear . Reduces need for spray sealant . Stains surfaces.,,Permanent Staining Marking Chalk- Crimson Red 2.5lb - IRWIN Tools - 2032175,Permanent Staining Marking Chalk- Crimson Red 2.5lb
711|21749,Chalk Reels | Chalk|Chalk Line Reels,2032174,Permanent Staining Marking Chalk- Indigo Blue 2.5lb,Permanent Staining Marking Chalk- Indigo Blue 2.5lb - IRWIN Tools - 2032174,E:\IMAGES\ITEMS\product\p\e\permanent-staining-marking-chalk-indigo-blue-25lb-irwin-tools-2032174.jpg,Irwin Tools,Permanent Staining Marking Chalk,,Visible after weeks of weather exposure and jobsite wear . Reduces need for spray sealant . Stains surfaces.,,Permanent Staining Marking Chalk- Indigo Blue 2.5lb - IRWIN Tools - 2032174,Permanent Staining Marking Chalk- Indigo Blue 2.5lb
711|21749,Chalk Reels | Chalk|Chalk Line Reels,2032173,Permanent Staining Marking Chalk- Midnight Black 8oz,Permanent Staining Marking Chalk- Midnight Black 8oz - IRWIN Tools - 2032173,E:\IMAGES\ITEMS\product\p\e\permanent-staining-marking-chalk-midnight-black-8oz-irwin-tools-2032173.jpg,Irwin Tools,Permanent Staining Marking Chalk,,Visible after weeks of weather exposure and jobsite wear . Reduces need for spray sealant . Stains surfaces.,,Permanent Staining Marking Chalk- Midnight Black 8oz - IRWIN Tools - 2032173,Permanent Staining Marking Chalk- Midnight Black 8oz
711|21749,Chalk Reels | Chalk|Chalk Line Reels,2032172,Permanent Staining Marking Chalk- Crimson Red 8oz,Permanent Staining Marking Chalk- Crimson Red 8oz - IRWIN Tools - 2032172,E:\IMAGES\ITEMS\product\p\e\permanent-staining-marking-chalk-crimson-red-8oz-irwin-tools-2032172.jpg,Irwin Tools,Permanent Staining Marking Chalk,,Visible after weeks of weather exposure and jobsite wear . Reduces need for spray sealant . Stains surfaces.,,Permanent Staining Marking Chalk- Crimson Red 8oz - IRWIN Tools - 2032172,Permanent Staining Marking Chalk- Crimson Red 8oz
711|21749,Chalk Reels | Chalk|Chalk Line Reels,2032171,Permanent Staining Marking Chalk- Indigo Blue 8oz,Permanent Staining Marking Chalk- Indigo Blue 8oz - IRWIN Tools - 2032171,E:\IMAGES\ITEMS\product\p\e\permanent-staining-marking-chalk-indigo-blue-8oz-irwin-tools-2032171.jpg,Irwin Tools,Permanent Staining Marking Chalk,,Visible after weeks of weather exposure and jobsite wear . Reduces need for spray sealant . Stains surfaces.,,Permanent Staining Marking Chalk- Indigo Blue 8oz - IRWIN Tools - 2032171,Permanent Staining Marking Chalk- Indigo Blue 8oz
163|27954,Tool Bags|Tool Bags and Cases,4402017,18'' Double-Sided Tool Bag,18'' Double-Sided Tool Bag - IRWIN Tools - 4402017,E:\IMAGES\ITEMS\product\1\8\18-double-sided-tool-bag-irwin-tools-4402017.jpg,Irwin Tools,18'' Double-Sided Tool Bag,,2 zippered compartments for greater organization . Includes a removable pouch.  3 external velcro pouches .,,18'' Double-Sided Tool Bag - IRWIN Tools - 4402017,18'' Double-Sided Tool Bag
21865,Specialty Pliers,1773631,Oil Filter/PVC Pipe Pliers,Oil Filter/PVC Pipe Pliers - IRWIN Tools - 1773631,E:\IMAGES\ITEMS\product\o\i\oil-filterpvc-pipe-pliers-irwin-tools-1773631.jpg,Irwin Tools,Oil Filter/PVC Pipe Pliers,,Specially Designed For Oil Filters or PVC Pipe. 4 Adjustment Positions For Versatility. Lifetime Guarantee.,,Oil Filter/PVC Pipe Pliers - IRWIN Tools - 1773631,Oil Filter/PVC Pipe Pliers
163|27954,Tool Bags|Tool Bags and Cases,4031053,Tape Holder,Tape Holder - IRWIN Tools - 4031053,E:\IMAGES\ITEMS\product\t\a\tape-holder-irwin-tools-4031053.jpg,Irwin Tools,Tape Holder,,Snap strap holds tape in place . Made of saddle leather for added durability . Fits all standard 2'' belts.,,Tape Holder - IRWIN Tools - 4031053,Tape Holder
24834,Carbide Hole Cutters,373005,"1/4"" Hole Saw Arbor","1/4"" Hole Saw Arbor - IRWIN Tools - 373005",E:\IMAGES\ITEMS\product\1\4\14-hole-saw-arbor-irwin-tools-373005.jpg,Irwin Tools,Hole Saw Arbors,,"Tough, durable construction. For 3/8'' and 1/2'' drill chucks. Removable pilot drill for easy replacement.",,"1/4"" Hole Saw Arbor - IRWIN Tools - 373005","1/4"" Hole Saw Arbor"
24834,Carbide Hole Cutters,373004,"1/2"" Hole Saw Arbor Fits Sizes: 1-1/4"" - 6"" Pin Driven: Yes","1/2"" Hole Saw Arbor Fits Sizes: 1-1/4"" - 6"" Pin Driven: Yes - IRWIN Tools - 373004",E:\IMAGES\ITEMS\product\1\2\12-hole-saw-arbor-fits-sizes-1-14-6-pin-driven-yes-irwin-tools-373004.jpg,Irwin Tools,Hole Saw Arbors,,"Tough, durable construction. For 3/8'' and 1/2'' drill chucks. Removable pilot drill for easy replacement.",,"1/2"" Hole Saw Arbor Fits Sizes: 1-1/4"" - 6"" Pin Driven: Yes - IRWIN Tools - 373004","1/2"" Hole Saw Arbor Fits Sizes: 1-1/4"" - 6"" Pin Driven: Yes"
24834,Carbide Hole Cutters,373003,"3/8"" Hole Saw Arbor","3/8"" Hole Saw Arbor - IRWIN Tools - 373003",E:\IMAGES\ITEMS\product\3\8\38-hole-saw-arbor-irwin-tools-373003.jpg,Irwin Tools,Hole Saw Arbors,,"Tough, durable construction. For 3/8'' and 1/2'' drill chucks. Removable pilot drill for easy replacement.",,"3/8"" Hole Saw Arbor - IRWIN Tools - 373003","3/8"" Hole Saw Arbor"
24834,Carbide Hole Cutters,373002,"1/2"" Hole Saw Arbor Fits Sizes: 9/16"" - 1-3/16"" Pin Driven: No","1/2"" Hole Saw Arbor Fits Sizes: 9/16"" - 1-3/16"" Pin Driven: No - IRWIN Tools - 373002",E:\IMAGES\ITEMS\product\1\2\12-hole-saw-arbor-fits-sizes-916-1-316-pin-driven-no-irwin-tools-373002.jpg,Irwin Tools,Hole Saw Arbors,,"Tough, durable construction. For 3/8'' and 1/2'' drill chucks. Removable pilot drill for easy replacement.",,"1/2"" Hole Saw Arbor Fits Sizes: 9/16"" - 1-3/16"" Pin Driven: No - IRWIN Tools - 373002","1/2"" Hole Saw Arbor Fits Sizes: 9/16"" - 1-3/16"" Pin Driven: No"
373|23840,Flags | Paddles|Marking Flags,2034208,Stake Flags- Danger Flags: Red,Stake Flags- Danger Flags: Red - IRWIN Tools - 2034208,E:\IMAGES\ITEMS\product\s\t\stake-flags-danger-flags-red-irwin-tools-2034208.jpg,Irwin Tools,Stake Flags,,Dimensions: 2-1/2'' x 3-1/2'' x 21'' . Packaged in bundles of 100 . Bright colors for maximum visibility.,,Stake Flags- Danger Flags: Red - IRWIN Tools - 2034208,Stake Flags- Danger Flags: Red
373|23840,Flags | Paddles|Marking Flags,2034207,Stake Flags- Color: Red,Stake Flags- Color: Red - IRWIN Tools - 2034207,E:\IMAGES\ITEMS\product\s\t\stake-flags-color-red-irwin-tools-2034207.jpg,Irwin Tools,Stake Flags,,Dimensions: 2-1/2'' x 3-1/2'' x 21'' . Packaged in bundles of 100 . Bright colors for maximum visibility.,,Stake Flags- Color: Red - IRWIN Tools - 2034207,Stake Flags- Color: Red
373|23840,Flags | Paddles|Marking Flags,2034206,Stake Flags- Color: Blue,Stake Flags- Color: Blue - IRWIN Tools - 2034206,E:\IMAGES\ITEMS\product\s\t\stake-flags-color-blue-irwin-tools-2034206.jpg,Irwin Tools,Stake Flags,,Dimensions: 2-1/2'' x 3-1/2'' x 21'' . Packaged in bundles of 100 . Bright colors for maximum visibility.,,Stake Flags- Color: Blue - IRWIN Tools - 2034206,Stake Flags- Color: Blue
373|23840,Flags | Paddles|Marking Flags,2034205,Stake Flags- Color: Yellow,Stake Flags- Color: Yellow - IRWIN Tools - 2034205,E:\IMAGES\ITEMS\product\s\t\stake-flags-color-yellow-irwin-tools-2034205.jpg,Irwin Tools,Stake Flags,,Dimensions: 2-1/2'' x 3-1/2'' x 21'' . Packaged in bundles of 100 . Bright colors for maximum visibility.,,Stake Flags- Color: Yellow - IRWIN Tools - 2034205,Stake Flags- Color: Yellow
373|23840,Flags | Paddles|Marking Flags,2034204,Stake Flags- Color: White,Stake Flags- Color: White - IRWIN Tools - 2034204,E:\IMAGES\ITEMS\product\s\t\stake-flags-color-white-irwin-tools-2034204.jpg,Irwin Tools,Stake Flags,,Dimensions: 2-1/2'' x 3-1/2'' x 21'' . Packaged in bundles of 100 . Bright colors for maximum visibility.,,Stake Flags- Color: White - IRWIN Tools - 2034204,Stake Flags- Color: White
373|23840,Flags | Paddles|Marking Flags,64102,Stake Flags- Color: Glo Lime,Stake Flags- Color: Glo Lime - IRWIN Tools - 64102,E:\IMAGES\ITEMS\product\s\t\stake-flags-color-glo-lime-irwin-tools-64102.jpg,Irwin Tools,Stake Flags,,Dimensions: 2-1/2'' x 3-1/2'' x 21'' . Packaged in bundles of 100 . Bright colors for maximum visibility.,,Stake Flags- Color: Glo Lime - IRWIN Tools - 64102,Stake Flags- Color: Glo Lime
373|23840,Flags | Paddles|Marking Flags,64101,Stake Flags- Color: Glo Pink,Stake Flags- Color: Glo Pink - IRWIN Tools - 64101,E:\IMAGES\ITEMS\product\s\t\stake-flags-color-glo-pink-irwin-tools-64101.jpg,Irwin Tools,Stake Flags,,Dimensions: 2-1/2'' x 3-1/2'' x 21'' . Packaged in bundles of 100 . Bright colors for maximum visibility.,,Stake Flags- Color: Glo Pink - IRWIN Tools - 64101,Stake Flags- Color: Glo Pink
373|23840,Flags | Paddles|Marking Flags,64100,Stake Flags- Color: Glo Orange,Stake Flags- Color: Glo Orange - IRWIN Tools - 64100,E:\IMAGES\ITEMS\product\s\t\stake-flags-color-glo-orange-irwin-tools-64100.jpg,Irwin Tools,Stake Flags,,Dimensions: 2-1/2'' x 3-1/2'' x 21'' . Packaged in bundles of 100 . Bright colors for maximum visibility.,,Stake Flags- Color: Glo Orange - IRWIN Tools - 64100,Stake Flags- Color: Glo Orange
643|21680,Knives|Utility Knife Blades,2087102,100-Pack Carbon Hook Utility Blades,100-Pack Carbon Hook Utility Blades - IRWIN Tools - 2087102,E:\IMAGES\ITEMS\product\1\0\100-pack-carbon-hook-utility-blades-irwin-tools-2087102.jpg,Irwin Tools,Carbon Hook Utility Blades,,Carbon construction. Works with all IRWIN utility knives. Hooked point protects surface underneath cut.,,100-Pack Carbon Hook Utility Blades - IRWIN Tools - 2087102,100-Pack Carbon Hook Utility Blades
643|21680,Knives|Utility Knife Blades,2087100,5-Pack Carbon Hook Utility Blades,5-Pack Carbon Hook Utility Blades - IRWIN Tools - 2087100,E:\IMAGES\ITEMS\product\5\-\5-pack-carbon-hook-utility-blades-irwin-tools-2087100.jpg,Irwin Tools,Carbon Hook Utility Blades,,Carbon construction. Works with all IRWIN utility knives. Hooked point protects surface underneath cut.,,5-Pack Carbon Hook Utility Blades - IRWIN Tools - 2087100,5-Pack Carbon Hook Utility Blades
21681,Utility Knives,1774103,Drywall Fixed Utility Knife,Drywall Fixed Utility Knife - IRWIN Tools - 1774103,E:\IMAGES\ITEMS\product\d\r\drywall-fixed-utility-knife-irwin-tools-1774103.jpg,Irwin Tools,Drywall Fixed Utility Knife,,Slim nose for scoring. 1/2 turn thumb screw for tool-free access. Trigger grip for cutting on the pull.,,Drywall Fixed Utility Knife - IRWIN Tools - 1774103,Drywall Fixed Utility Knife
698|21866,Pliers|Tongue and Groove Pliers,1773625,Goose Neck Groove Joint Pliers,Goose Neck Groove Joint Pliers - IRWIN Tools - 1773625,E:\IMAGES\ITEMS\product\g\o\goose-neck-groove-joint-pliers-irwin-tools-1773625.jpg,Irwin Tools,Groove Joint Pliers - Gooseneck,,Offset Head Provides Greater Leverage. Machined Jaws For Maximum Gripping Strength. Lifetime Guarantee.,,Goose Neck Groove Joint Pliers - IRWIN Tools - 1773625,Goose Neck Groove Joint Pliers
711|21749,Chalk Reels | Chalk|Chalk Line Reels,2032177,Dust-Off Marking Chalk,Dust-Off Marking Chalk - IRWIN Tools - 2032177,E:\IMAGES\ITEMS\product\d\u\dust-off-marking-chalk-irwin-tools-2032177.jpg,Irwin Tools,Dust-Off Marking Chalk,,Interior use. Eliminates need for primer before painting. Cleanly wipes off smooth and rough surfaces.,,Dust-Off Marking Chalk - IRWIN Tools - 2032177,Dust-Off Marking Chalk
711|21749,Chalk Reels | Chalk|Chalk Line Reels,2032170,Dust-Off Marking Chalk,Dust-Off Marking Chalk - IRWIN Tools - 2032170,E:\IMAGES\ITEMS\product\d\u\dust-off-marking-chalk-irwin-tools-2032170.jpg,Irwin Tools,Dust-Off Marking Chalk,,Interior use. Eliminates need for primer before painting. Cleanly wipes off smooth and rough surfaces.,,Dust-Off Marking Chalk - IRWIN Tools - 2032170,Dust-Off Marking Chalk
635|21720,Hand Saws|Hand Saws,2014100,ProTouch Drywall/Jab Saw,ProTouch™ Drywall/Jab Saw - IRWIN Tools - 2014100,E:\IMAGES\ITEMS\product\p\r\protouchtrade-drywalljab-saw-irwin-tools-2014100.jpg,Irwin Tools,ProTouch™ Drywall/Jab Saw,,Thick-Body™ (1.5mm) blade. Aggressive Tri-Ground™ teeth. Ergonomic ProTouch™ handle.,,ProTouch™ Drywall/Jab Saw - IRWIN Tools - 2014100,ProTouch Drywall/Jab Saw
21719,Hacksaw and Coping Saw Blades,2014500,Coping Saw Replacement Blade - Coarse 3 pack Tooth Count: 17pt,Coping Saw Replacement Blade - Coarse 3 pack Tooth Count: 17pt - IRWIN Tools - 2014500,E:\IMAGES\ITEMS\product\c\o\coping-saw-replacement-blade-coarse-3-pack-tooth-count-17pt-irwin-tools-2014500.jpg,Irwin Tools,Coping Saw Replacement Blades,,Replacement blades for the ProTouch™ Coping Saw. Available in fine or course teeth. Packs of 3.,,Coping Saw Replacement Blade - Coarse 3 pack Tooth Count: 17pt - IRWIN Tools - 2014500,Coping Saw Replacement Blade - Coarse 3 pack Tooth Count: 17pt
21719,Hacksaw and Coping Saw Blades,2014501,Coping Saw Replacement Blades - Fine 3 pack Tooth Count: 21pt,Coping Saw Replacement Blades - Fine 3 pack Tooth Count: 21pt - IRWIN Tools - 2014501,E:\IMAGES\ITEMS\product\c\o\coping-saw-replacement-blades-fine-3-pack-tooth-count-21pt-irwin-tools-2014501.jpg,Irwin Tools,Coping Saw Replacement Blades,,Replacement blades for the ProTouch™ Coping Saw. Available in fine or course teeth. Packs of 3.,,Coping Saw Replacement Blades - Fine 3 pack Tooth Count: 21pt - IRWIN Tools - 2014501,Coping Saw Replacement Blades - Fine 3 pack Tooth Count: 21pt
163|27954,Tool Bags|Tool Bags and Cases,4031023,Plier Holder,Plier Holder - IRWIN Tools - 4031023,E:\IMAGES\ITEMS\product\p\l\plier-holder-irwin-tools-4031023.jpg,Irwin Tools,Plier Holder,,Fits all standard pliers . Made of saddle leather for added durability . Fits all standard 2'' belts.,,Plier Holder - IRWIN Tools - 4031023,Plier Holder
707|24625,Clamping Tools|Clamping Tools,53006,One-Handed Micro Bar Clamp,One-Handed Micro Bar Clamp - IRWIN Tools - 53006,E:\IMAGES\ITEMS\product\o\n\one-handed-micro-bar-clamp-irwin-tools-53006.jpg,Irwin Tools,One-Handed Micro Bar Clamps,,Perfect size for hobby and craft applications . Converts to a spreader by reversing the clamp pads.,,One-Handed Micro Bar Clamp - IRWIN Tools - 53006,One-Handed Micro Bar Clamp
700|21858,Locking Tool|Locking Pliers,40REP,Replacement Chain For 20R,Replacement Chain For 20R - IRWIN Tools - 40REP,E:\IMAGES\ITEMS\product\r\e\replacement-chain-for-20r-irwin-tools-40rep.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,Replacement Chain For 20R - IRWIN Tools - 40REP,Replacement Chain For 20R
700|21858,Locking Tool|Locking Pliers,40EXT,Extension Chain For 20R,Extension Chain For 20R - IRWIN Tools - 40EXT,E:\IMAGES\ITEMS\product\e\x\extension-chain-for-20r-irwin-tools-40ext.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,Extension Chain For 20R - IRWIN Tools - 40EXT,Extension Chain For 20R
163|27954,Tool Bags|Tool Bags and Cases,4031054,Black Leather Hammer Holder,Black Leather Hammer Holder - IRWIN Tools - 4031054,E:\IMAGES\ITEMS\product\b\l\black-leather-hammer-holder-irwin-tools-4031054.jpg,Irwin Tools,Leather Hammer Holder,,Metal hammer capture . Made of saddle leather for added durability . Fits all standard 2'' belts.,,Black Leather Hammer Holder - IRWIN Tools - 4031054,Black Leather Hammer Holder
163|27954,Tool Bags|Tool Bags and Cases,4031015,Natural Leather Hammer Holder,Natural Leather Hammer Holder - IRWIN Tools - 4031015,E:\IMAGES\ITEMS\product\n\a\natural-leather-hammer-holder-irwin-tools-4031015.jpg,Irwin Tools,Leather Hammer Holder,,Metal hammer capture . Made of saddle leather for added durability . Fits all standard 2'' belts.,,Natural Leather Hammer Holder - IRWIN Tools - 4031015,Natural Leather Hammer Holder
700|21858,Locking Tool|Locking Pliers,2071910,"Replacement Adjusting Screws For 10R, 10WR, 10CR, 20R, 310S, 12LC, 11R, 11SP, 11HD, 18R, 18SP, 24R, 24SP, and 10LW","Replacement Adjusting Screws For 10R, 10WR, 10CR, 20R, 310S, 12LC, 11R, 11SP, 11HD, 18R, 18SP, 24R, 24SP, and 10LW - IRWIN Tools - 2071910",E:\IMAGES\ITEMS\product\r\e\replacement-adjusting-screws-for-10r-10wr-10cr-20r-310s-12lc-11r-11sp-11hd-18r-18sp-24r-24sp-and-10lw-irwin-tools-2071910.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,"Replacement Adjusting Screws For 10R, 10WR, 10CR, 20R, 310S, 12LC, 11R, 11SP, 11HD, 18R, 18SP, 24R, 24SP, and 10LW - IRWIN Tools - 2071910","Replacement Adjusting Screws For 10R, 10WR, 10CR, 20R, 310S, 12LC, 11R, 11SP, 11HD, 18R, 18SP, 24R, 24SP, and 10LW"
700|21858,Locking Tool|Locking Pliers,2071907,"Replacement Adjusting Screws For 7R, 7WR, 7CR, 9LN, 8R, 9R, RR, and 7LW","Replacement Adjusting Screws For 7R, 7WR, 7CR, 9LN, 8R, 9R, RR, and 7LW - IRWIN Tools - 2071907",E:\IMAGES\ITEMS\product\r\e\replacement-adjusting-screws-for-7r-7wr-7cr-9ln-8r-9r-rr-and-7lw-irwin-tools-2071907.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,"Replacement Adjusting Screws For 7R, 7WR, 7CR, 9LN, 8R, 9R, RR, and 7LW - IRWIN Tools - 2071907","Replacement Adjusting Screws For 7R, 7WR, 7CR, 9LN, 8R, 9R, RR, and 7LW"
700|21858,Locking Tool|Locking Pliers,2071905,"Replacement Adjusting Screws For 5WR, 6LN, 6BN, 6R, and 6SP","Replacement Adjusting Screws For 5WR, 6LN, 6BN, 6R, and 6SP - IRWIN Tools - 2071905",E:\IMAGES\ITEMS\product\r\e\replacement-adjusting-screws-for-5wr-6ln-6bn-6r-and-6sp-irwin-tools-2071905.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,"Replacement Adjusting Screws For 5WR, 6LN, 6BN, 6R, and 6SP - IRWIN Tools - 2071905","Replacement Adjusting Screws For 5WR, 6LN, 6BN, 6R, and 6SP"
700|21858,Locking Tool|Locking Pliers,2071904,"Replacement Adjusting Screws For 4WR, 4LN, 4SP, and 4LW","Replacement Adjusting Screws For 4WR, 4LN, 4SP, and 4LW - IRWIN Tools - 2071904",E:\IMAGES\ITEMS\product\r\e\replacement-adjusting-screws-for-4wr-4ln-4sp-and-4lw-irwin-tools-2071904.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,"Replacement Adjusting Screws For 4WR, 4LN, 4SP, and 4LW - IRWIN Tools - 2071904","Replacement Adjusting Screws For 4WR, 4LN, 4SP, and 4LW"
700|21858,Locking Tool|Locking Pliers,40153,"Replacement Swivel Pads For 11SP, 18SP, 24SP, 310S, and 318S","Replacement Swivel Pads For 11SP, 18SP, 24SP, 310S, and 318S - IRWIN Tools - 40153",E:\IMAGES\ITEMS\product\r\e\replacement-swivel-pads-for-11sp-18sp-24sp-310s-and-318s-irwin-tools-40153.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,"Replacement Swivel Pads For 11SP, 18SP, 24SP, 310S, and 318S - IRWIN Tools - 40153","Replacement Swivel Pads For 11SP, 18SP, 24SP, 310S, and 318S"
700|21858,Locking Tool|Locking Pliers,40152,Replacement Swivel Pads For 6SP,Replacement Swivel Pads For 6SP - IRWIN Tools - 40152,E:\IMAGES\ITEMS\product\r\e\replacement-swivel-pads-for-6sp-irwin-tools-40152.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,Replacement Swivel Pads For 6SP - IRWIN Tools - 40152,Replacement Swivel Pads For 6SP
700|21858,Locking Tool|Locking Pliers,4050,Replacement Springs For 9DR and 9SP,Replacement Springs For 9DR and 9SP - IRWIN Tools - 4050,E:\IMAGES\ITEMS\product\r\e\replacement-springs-for-9dr-and-9sp-irwin-tools-4050.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,Replacement Springs For 9DR and 9SP - IRWIN Tools - 4050,Replacement Springs For 9DR and 9SP
700|21858,Locking Tool|Locking Pliers,4034,"Replacement Springs For 18R, 18SP, 24R, and 24SP","Replacement Springs For 18R, 18SP, 24R, and 24SP - IRWIN Tools - 4034",E:\IMAGES\ITEMS\product\r\e\replacement-springs-for-18r-18sp-24r-and-24sp-irwin-tools-4034.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,"Replacement Springs For 18R, 18SP, 24R, and 24SP - IRWIN Tools - 4034","Replacement Springs For 18R, 18SP, 24R, and 24SP"
700|21858,Locking Tool|Locking Pliers,4022,"Replacement Springs For 7R, 7WR, 7CR, 9LN, 8R, 9R, RR, and 7LW","Replacement Springs For 7R, 7WR, 7CR, 9LN, 8R, 9R, RR, and 7LW - IRWIN Tools - 4022",E:\IMAGES\ITEMS\product\r\e\replacement-springs-for-7r-7wr-7cr-9ln-8r-9r-rr-and-7lw-irwin-tools-4022.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,"Replacement Springs For 7R, 7WR, 7CR, 9LN, 8R, 9R, RR, and 7LW - IRWIN Tools - 4022","Replacement Springs For 7R, 7WR, 7CR, 9LN, 8R, 9R, RR, and 7LW"
700|21858,Locking Tool|Locking Pliers,4008,"Replacement Springs For 10R, 10WR, 10CR, 11R, 11SP, 11HD, 20R, 310S, 12LC and 10LW","Replacement Springs For 10R, 10WR, 10CR, 11R, 11SP, 11HD, 20R, 310S, 12LC and 10LW - IRWIN Tools - 4008",E:\IMAGES\ITEMS\product\r\e\replacement-springs-for-10r-10wr-10cr-11r-11sp-11hd-20r-310s-12lc-and-10lw-irwin-tools-4008.jpg,Irwin Tools,Replacement Parts,,"Exclusive parts for Vise-Grip locking tools including springs, adjusting screws, chains and pads.",,"Replacement Springs For 10R, 10WR, 10CR, 11R, 11SP, 11HD, 20R, 310S, 12LC and 10LW - IRWIN Tools - 4008","Replacement Springs For 10R, 10WR, 10CR, 11R, 11SP, 11HD, 20R, 310S, 12LC and 10LW"
163|27954,Tool Bags|Tool Bags and Cases,4031025,2'' Belt,2'' Belt - IRWIN Tools - 4031025,E:\IMAGES\ITEMS\product\2\-\2-belt-irwin-tools-4031025.jpg,Irwin Tools,2'' Belt,,Fits all standard pouches and belt accessories . Made of saddle leather for added durability.,,2'' Belt - IRWIN Tools - 4031025,2'' Belt
