store,websites,attribute_set,Type,category_ids,category_names,48WS_product_id,sku,has_options,name,Group_Name,meta_title,meta_description,Image,small_image,thumbnail,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,gift_message_available,manufacturer_url,price,special_price,cost,weight,manufacturer,manufacturer_id,color,status,visibility,tax_class_id,enable_googlecheckout,is_recurring,description,short_description,summary,upc,size_info,meta_keyword,custom_layout_update,news_from_date,news_to_date,special_from_date,special_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_automatically,use_config_qty_increments,qty_increments,use_config_enable_qty_increments,enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Default,simple,"20481","Hex Nuts",462617,"SSHN38-16",,"3/8&quot;-16 18-8 Stainless Steel Finished Hex Nut","","3/8&quot;-16 18-8 Stainless Steel Finished Hex Nut","",/\S\S\star-stainless-sshn38-16-38-16-18-8-stainless-steel-finished-hex-nut.jpg,/\S\S\star-stainless-sshn38-16-38-16-18-8-stainless-steel-finished-hex-nut.jpg,http://www.48ws.com/images/product/S/S/star-stainless-sshn38-16-38-16-18-8-stainless-steel-finished-hex-nut.jpg,star-stainless-SSHN38-16-38-16-18-8-stainless-steel-finished-hex-nut,star-stainless-SSHN38-16-38-16-18-8-stainless-steel-finished-hex-nut,,No layout updates.,Block after Info Column,,"3/8&quot;-16 18-8 Stainless Steel Finished Hex Nut","3/8&quot;-16 18-8 Stainless Steel Finished Hex Nut",Use config,"",0,,,0,"Star Stainless",1110,,Enabled,"Catalog, Search",Taxable Goods,Yes,No,"","","","","3/8&quot; - 16","3/8&quot;-16 18-8 Stainless Steel Finished Hex Nut",,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,,0,simple,,
