Image,Product Name,Quick Overview,Details
FNQ-R-8.jpg,FNQ-R-8,"FNQ-R 8 Amp, 600V, Class CC, Bussmann FNQ-R-8, FNQ-R 8A | aka: Limitron FNQ-R-8, Cooper Bussmann FNQ-R-8, UPC: 051712497060","<div class=""product attribute description"">
<p>FNQ-R 8 Amp, 600V, Class CC, Bussmann FNQ-R-8, FNQ-R 8A | aka: Limitron FNQ-R-8, Cooper Bussmann FNQ-R-8, UPC: 051712497060</p><hr/>
<div class=""value""><div class=""productdesc""><p><b>Description:</b></p><ul class=""productdesc""><li>8 Amps, 600 Volts AC</li><li>UL Class CC</li><li>Circuit Transformer Protection</li><li>Time Delay</li><li>Physical Size: 13/32"" x 1 1/2""</li><li>Interrupting Rating: 200,000 AIC @ 600 VAC</li><li>Designed to Meet the Needs of Control Circuit Transformer Protection</li><li>AC Voltage Rating: 600</li><li>Interrupting Rating: 200,000 AIC @ 600 VAC</li><li>UL Listed, Std. 248-4, Guide JDDZ, File E4273</li><li>CSA Certified, Class CC CSA, Class 1422-01</li><li>File 53787?HRC-MISC</li><li><br/></li><li><b>Related Products:</b></li><br/><li>Ultrasafe Fuse Holders</li><li>1 Pole: <a href=""/ferraz-shawmut-uscc1"">USCC1</a>; 1 Pole with Indicator:<a href=""/ferraz-shawmut-uscc1i"">USCC1I</a></li><li>2 Pole: <a href=""/ferraz-shawmut-uscc2"">USCC2</a>; 2 Pole with Indicator:<a href=""/ferraz-shawmut-uscc2i"">USCC2I</a></li><li>3 Pole: <a href=""/ferraz-shawmut-uscc3"">USCC3</a>; 3 Pole with Indicator:<a href=""/ferraz-shawmut-uscc3i"">USCC3I</a></li><li>4 Pole: <a href=""/ferraz-shawmut-uscc4"">USCC4</a>; 4 Pole with Indicator:<a href=""/ferraz-shawmut-uscc4i"">USCC4I</a></li><br/><li>Fuse Blocks</li><li>Screw with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30310r"">30310R</a> 1 Pole: <a href=""/ferraz-shawmut-30311r"">30311R</a> 2 Pole: <a href=""/ferraz-shawmut-30312r"">30312R</a> 3 Pole: <a href=""/ferraz-shawmut-30313r"">30313R</a></li><li>Pressure Plate with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30320r"">30320R</a> 1 Pole: <a href=""/ferraz-shawmut-30321r"">30321r</a> 2 Pole: <a href=""/ferraz-shawmut-30322r"">30322R</a> 3 Pole: <a href=""/ferraz-shawmut-30323r"">30323R</a></li><li>Copper Box Lugs</li><li>Adder: <a href=""/ferraz-shawmut-30350r"">30350R</a> 1 Pole: <a href=""/ferraz-shawmut-30351r"">30351R</a> 2 Pole: <a href=""/ferraz-shawmut-30352r"">30352R</a> 3 Pole: <a href=""/ferraz-shawmut-30353r"">30353R</a></li></ul></div></div>
</div>"
KLDR-010.jpg,KLDR-010,"KLDR 10 Amp, 600V, Class CC, Littelfuse KLDR-010, KLDR 10A | aka: Slo-Blo KLDR-010, Littel fuse KLDR-010, UPC: 079458792713","<div class=""product attribute description"">
<p>KLDR 10 Amp, 600V, Class CC, Littelfuse KLDR-010, KLDR 10A | aka: Slo-Blo KLDR-010, Littel fuse KLDR-010, UPC: 079458792713</p><hr/>
<div class=""value""><div class=""productdesc""><p><b>Description:</b></p><ul class=""productdesc""><li>10 Amps, 600 Volts AC</li><li>UL Class CC Fuse</li><li>Time Delay</li><li>Extremely Current Limiting</li><li>Physical Size: 0.41"" x 1 1/2""</li><li>Designed to Protect Transformers</li><li>Meets UL and CSA Standards</li><li>AC Voltage Rating: 600</li><li>DC Voltage Rating: 300</li><li>Interrupting Rating: 200,000 AIC @ 600VAC</li><li>DC Interrupting Rating: 20,000 AIC</li><li>RoHS Compliant</li><li><br/></li><li><b>Related Products:</b></li><br/><li>Ultrasafe Fuse Holders</li><li>1 Pole: <a href=""/ferraz-shawmut-uscc1"">USCC1</a>; 1 Pole with Indicator:<a href=""/ferraz-shawmut-uscc1i"">USCC1I</a></li><li>2 Pole: <a href=""/ferraz-shawmut-uscc2"">USCC2</a>; 2 Pole with Indicator:<a href=""/ferraz-shawmut-uscc2i"">USCC2I</a></li><li>3 Pole: <a href=""/ferraz-shawmut-uscc3"">USCC3</a>; 3 Pole with Indicator:<a href=""/ferraz-shawmut-uscc3i"">USCC3I</a></li><li>4 Pole: <a href=""/ferraz-shawmut-uscc4"">USCC4</a>; 4 Pole with Indicator:<a href=""/ferraz-shawmut-uscc4i"">USCC4I</a></li><br/><li>Fuse Blocks</li><li>Screw with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30310r"">30310R</a> 1 Pole: <a href=""/ferraz-shawmut-30311r"">30311R</a> 2 Pole: <a href=""/ferraz-shawmut-30312r"">30312R</a> 3 Pole: <a href=""/ferraz-shawmut-30313r"">30313R</a></li><li>Pressure Plate with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30320r"">30320R</a> 1 Pole: <a href=""/ferraz-shawmut-30321r"">30321r</a> 2 Pole: <a href=""/ferraz-shawmut-30322r"">30322R</a> 3 Pole: <a href=""/ferraz-shawmut-30323r"">30323R</a></li><li>Copper Box Lugs</li><li>Adder: <a href=""/ferraz-shawmut-30350r"">30350R</a> 1 Pole: <a href=""/ferraz-shawmut-30351r"">30351R</a> 2 Pole: <a href=""/ferraz-shawmut-30352r"">30352R</a> 3 Pole: <a href=""/ferraz-shawmut-30353r"">30353R</a></li></ul></div></div>
</div>"
KLDR-010.jpg,KLDR-010,"KLDR 10 Amp, 600V, Class CC, Littelfuse KLDR-010, KLDR 10A | aka: Slo-Blo KLDR-010, Littel fuse KLDR-010, UPC: 079458792713","<div class=""product attribute description"">
<p>KLDR 10 Amp, 600V, Class CC, Littelfuse KLDR-010, KLDR 10A | aka: Slo-Blo KLDR-010, Littel fuse KLDR-010, UPC: 079458792713</p><hr/>
<div class=""value""><div class=""productdesc""><p><b>Description:</b></p><ul class=""productdesc""><li>10 Amps, 600 Volts AC</li><li>UL Class CC Fuse</li><li>Time Delay</li><li>Extremely Current Limiting</li><li>Physical Size: 0.41"" x 1 1/2""</li><li>Designed to Protect Transformers</li><li>Meets UL and CSA Standards</li><li>AC Voltage Rating: 600</li><li>DC Voltage Rating: 300</li><li>Interrupting Rating: 200,000 AIC @ 600VAC</li><li>DC Interrupting Rating: 20,000 AIC</li><li>RoHS Compliant</li><li><br/></li><li><b>Related Products:</b></li><br/><li>Ultrasafe Fuse Holders</li><li>1 Pole: <a href=""/ferraz-shawmut-uscc1"">USCC1</a>; 1 Pole with Indicator:<a href=""/ferraz-shawmut-uscc1i"">USCC1I</a></li><li>2 Pole: <a href=""/ferraz-shawmut-uscc2"">USCC2</a>; 2 Pole with Indicator:<a href=""/ferraz-shawmut-uscc2i"">USCC2I</a></li><li>3 Pole: <a href=""/ferraz-shawmut-uscc3"">USCC3</a>; 3 Pole with Indicator:<a href=""/ferraz-shawmut-uscc3i"">USCC3I</a></li><li>4 Pole: <a href=""/ferraz-shawmut-uscc4"">USCC4</a>; 4 Pole with Indicator:<a href=""/ferraz-shawmut-uscc4i"">USCC4I</a></li><br/><li>Fuse Blocks</li><li>Screw with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30310r"">30310R</a> 1 Pole: <a href=""/ferraz-shawmut-30311r"">30311R</a> 2 Pole: <a href=""/ferraz-shawmut-30312r"">30312R</a> 3 Pole: <a href=""/ferraz-shawmut-30313r"">30313R</a></li><li>Pressure Plate with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30320r"">30320R</a> 1 Pole: <a href=""/ferraz-shawmut-30321r"">30321r</a> 2 Pole: <a href=""/ferraz-shawmut-30322r"">30322R</a> 3 Pole: <a href=""/ferraz-shawmut-30323r"">30323R</a></li><li>Copper Box Lugs</li><li>Adder: <a href=""/ferraz-shawmut-30350r"">30350R</a> 1 Pole: <a href=""/ferraz-shawmut-30351r"">30351R</a> 2 Pole: <a href=""/ferraz-shawmut-30352r"">30352R</a> 3 Pole: <a href=""/ferraz-shawmut-30353r"">30353R</a></li></ul></div></div>
</div>"
FNQ-R-10.jpg,FNQ-R-10,"FNQ-R 10 Amp, 600V, Class CC, Bussmann FNQ-R-10, FNQ-R 10A | aka: Limitron FNQ-R-10, Cooper Bussmann FNQ-R-10, UPC: 051712497091","<div class=""product attribute description"">
<p>FNQ-R 10 Amp, 600V, Class CC, Bussmann FNQ-R-10, FNQ-R 10A | aka: Limitron FNQ-R-10, Cooper Bussmann FNQ-R-10, UPC: 051712497091</p><hr/>
<div class=""value""><div class=""productdesc""><p><b>Description:</b></p><ul class=""productdesc""><li>10 Amps, 600 Volts AC</li><li>UL Class CC</li><li>Circuit Transformer Protection</li><li>Time Delay</li><li>Physical Size: 13/32"" x 1 1/2""</li><li>Interrupting Rating: 200,000 AIC @ 600 VAC</li><li>Designed to Meet the Needs of Control Circuit Transformer Protection</li><li>AC Voltage Rating: 600</li><li>Interrupting Rating: 200,000 AIC @ 600 VAC</li><li>UL Listed, Std. 248-4, Guide JDDZ, File E4273</li><li>CSA Certified, Class CC CSA, Class 1422-01</li><li>File 53787?HRC-MISC</li><li><br/></li><li><b>Related Products:</b></li><br/><li>Ultrasafe Fuse Holders</li><li>1 Pole: <a href=""/ferraz-shawmut-uscc1"">USCC1</a>; 1 Pole with Indicator:<a href=""/ferraz-shawmut-uscc1i"">USCC1I</a></li><li>2 Pole: <a href=""/ferraz-shawmut-uscc2"">USCC2</a>; 2 Pole with Indicator:<a href=""/ferraz-shawmut-uscc2i"">USCC2I</a></li><li>3 Pole: <a href=""/ferraz-shawmut-uscc3"">USCC3</a>; 3 Pole with Indicator:<a href=""/ferraz-shawmut-uscc3i"">USCC3I</a></li><li>4 Pole: <a href=""/ferraz-shawmut-uscc4"">USCC4</a>; 4 Pole with Indicator:<a href=""/ferraz-shawmut-uscc4i"">USCC4I</a></li><br/><li>Fuse Blocks</li><li>Screw with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30310r"">30310R</a> 1 Pole: <a href=""/ferraz-shawmut-30311r"">30311R</a> 2 Pole: <a href=""/ferraz-shawmut-30312r"">30312R</a> 3 Pole: <a href=""/ferraz-shawmut-30313r"">30313R</a></li><li>Pressure Plate with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30320r"">30320R</a> 1 Pole: <a href=""/ferraz-shawmut-30321r"">30321r</a> 2 Pole: <a href=""/ferraz-shawmut-30322r"">30322R</a> 3 Pole: <a href=""/ferraz-shawmut-30323r"">30323R</a></li><li>Copper Box Lugs</li><li>Adder: <a href=""/ferraz-shawmut-30350r"">30350R</a> 1 Pole: <a href=""/ferraz-shawmut-30351r"">30351R</a> 2 Pole: <a href=""/ferraz-shawmut-30352r"">30352R</a> 3 Pole: <a href=""/ferraz-shawmut-30353r"">30353R</a></li></ul></div></div>
</div>"
FNQ-R-10.jpg,FNQ-R-10,"FNQ-R 10 Amp, 600V, Class CC, Bussmann FNQ-R-10, FNQ-R 10A | aka: Limitron FNQ-R-10, Cooper Bussmann FNQ-R-10, UPC: 051712497091","<div class=""product attribute description"">
<p>FNQ-R 10 Amp, 600V, Class CC, Bussmann FNQ-R-10, FNQ-R 10A | aka: Limitron FNQ-R-10, Cooper Bussmann FNQ-R-10, UPC: 051712497091</p><hr/>
<div class=""value""><div class=""productdesc""><p><b>Description:</b></p><ul class=""productdesc""><li>10 Amps, 600 Volts AC</li><li>UL Class CC</li><li>Circuit Transformer Protection</li><li>Time Delay</li><li>Physical Size: 13/32"" x 1 1/2""</li><li>Interrupting Rating: 200,000 AIC @ 600 VAC</li><li>Designed to Meet the Needs of Control Circuit Transformer Protection</li><li>AC Voltage Rating: 600</li><li>Interrupting Rating: 200,000 AIC @ 600 VAC</li><li>UL Listed, Std. 248-4, Guide JDDZ, File E4273</li><li>CSA Certified, Class CC CSA, Class 1422-01</li><li>File 53787?HRC-MISC</li><li><br/></li><li><b>Related Products:</b></li><br/><li>Ultrasafe Fuse Holders</li><li>1 Pole: <a href=""/ferraz-shawmut-uscc1"">USCC1</a>; 1 Pole with Indicator:<a href=""/ferraz-shawmut-uscc1i"">USCC1I</a></li><li>2 Pole: <a href=""/ferraz-shawmut-uscc2"">USCC2</a>; 2 Pole with Indicator:<a href=""/ferraz-shawmut-uscc2i"">USCC2I</a></li><li>3 Pole: <a href=""/ferraz-shawmut-uscc3"">USCC3</a>; 3 Pole with Indicator:<a href=""/ferraz-shawmut-uscc3i"">USCC3I</a></li><li>4 Pole: <a href=""/ferraz-shawmut-uscc4"">USCC4</a>; 4 Pole with Indicator:<a href=""/ferraz-shawmut-uscc4i"">USCC4I</a></li><br/><li>Fuse Blocks</li><li>Screw with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30310r"">30310R</a> 1 Pole: <a href=""/ferraz-shawmut-30311r"">30311R</a> 2 Pole: <a href=""/ferraz-shawmut-30312r"">30312R</a> 3 Pole: <a href=""/ferraz-shawmut-30313r"">30313R</a></li><li>Pressure Plate with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30320r"">30320R</a> 1 Pole: <a href=""/ferraz-shawmut-30321r"">30321r</a> 2 Pole: <a href=""/ferraz-shawmut-30322r"">30322R</a> 3 Pole: <a href=""/ferraz-shawmut-30323r"">30323R</a></li><li>Copper Box Lugs</li><li>Adder: <a href=""/ferraz-shawmut-30350r"">30350R</a> 1 Pole: <a href=""/ferraz-shawmut-30351r"">30351R</a> 2 Pole: <a href=""/ferraz-shawmut-30352r"">30352R</a> 3 Pole: <a href=""/ferraz-shawmut-30353r"">30353R</a></li></ul></div></div>
</div>"
FLNR-025.jpg,FLNR-025,"FLNR 25 Amp, 250V, Class RK5, Littelfuse FLNR-025, FLNR 25A | aka: Time Delay FLNR-025, Littel fuse FLNR-025, UPC: 079458150728","<div class=""product attribute description"">
<p>FLNR 25 Amp, 250V, Class RK5, Littelfuse FLNR-025, FLNR 25A | aka: Time Delay FLNR-025, Littel fuse FLNR-025, UPC: 079458150728</p><hr/>
<div class=""value""><div class=""productdesc""><p><b>Description:</b></p><ul class=""productdesc""><li>25 Amps, 250 Volts AC</li><li>UL Class RK5</li><li>Time Delay</li><li>Dual Element</li><li>Physical Size: 9/16"" x 2""</li><li>Current Limiting</li><li>For All General Purpose Circuits</li><li>AC Voltage Rating: 250</li><li>DC Voltage Rating: 125</li><li>Interrupting Rating: 200,000 AIC @ 250VAC</li><li>DC Interrupting Rating: 20,000 AIC</li><li>UL Listed (File: E81895) CSA Certified (File: LR29862)</li><li><br/></li><li><b>Related Products:</b></li><br/><li><b>Fuse Blocks</b></li><li>Box Lugs (Al/Cu #2-14)</li><li>Adder: <a href=""/ferraz-shawmut-20305r"">20305R</a> 1 Pole: <a href=""/ferraz-shawmut-20306r"">20306R</a> 2 Pole: <a href=""/ferraz-shawmut-20307r"">20307R</a> 3 Pole: <a href=""/ferraz-shawmut-20308r"">20308R</a></li><li>Screw Connector (Cu #10-14)</li><li>1 Pole: <a href=""/ferraz-shawmut-20316r"">20316R</a> 2 Pole: <a href=""/ferraz-shawmut-20317r"">20317R</a> 3 Pole: <a href=""/ferraz-shawmut-20318r"">20318R</a></li><li>Pressure Plate (Cu #10-14)</li><li>1 Pole: <a href=""/ferraz-shawmut-20326r"">20326R</a> 2 Pole: <a href=""/ferraz-shawmut-20327r"">20327R</a> 3 Pole: <a href=""/ferraz-shawmut-20328r"">20328R</a></li><br/><li><b>Fuse Reducers</b></li><li>60 Amp to 30 Amp: <a href=""/ferraz-shawmut-r632"">R632</a></li><li>100 Amp to 30 Amp: <a href=""ferraz-shawmut-r132"">R132</a></li></ul></div></div>
</div>"
FLNR-025.jpg,FLNR-025,"FLNR 25 Amp, 250V, Class RK5, Littelfuse FLNR-025, FLNR 25A | aka: Time Delay FLNR-025, Littel fuse FLNR-025, UPC: 079458150728","<div class=""product attribute description"">
<p>FLNR 25 Amp, 250V, Class RK5, Littelfuse FLNR-025, FLNR 25A | aka: Time Delay FLNR-025, Littel fuse FLNR-025, UPC: 079458150728</p><hr/>
<div class=""value""><div class=""productdesc""><p><b>Description:</b></p><ul class=""productdesc""><li>25 Amps, 250 Volts AC</li><li>UL Class RK5</li><li>Time Delay</li><li>Dual Element</li><li>Physical Size: 9/16"" x 2""</li><li>Current Limiting</li><li>For All General Purpose Circuits</li><li>AC Voltage Rating: 250</li><li>DC Voltage Rating: 125</li><li>Interrupting Rating: 200,000 AIC @ 250VAC</li><li>DC Interrupting Rating: 20,000 AIC</li><li>UL Listed (File: E81895) CSA Certified (File: LR29862)</li><li><br/></li><li><b>Related Products:</b></li><br/><li><b>Fuse Blocks</b></li><li>Box Lugs (Al/Cu #2-14)</li><li>Adder: <a href=""/ferraz-shawmut-20305r"">20305R</a> 1 Pole: <a href=""/ferraz-shawmut-20306r"">20306R</a> 2 Pole: <a href=""/ferraz-shawmut-20307r"">20307R</a> 3 Pole: <a href=""/ferraz-shawmut-20308r"">20308R</a></li><li>Screw Connector (Cu #10-14)</li><li>1 Pole: <a href=""/ferraz-shawmut-20316r"">20316R</a> 2 Pole: <a href=""/ferraz-shawmut-20317r"">20317R</a> 3 Pole: <a href=""/ferraz-shawmut-20318r"">20318R</a></li><li>Pressure Plate (Cu #10-14)</li><li>1 Pole: <a href=""/ferraz-shawmut-20326r"">20326R</a> 2 Pole: <a href=""/ferraz-shawmut-20327r"">20327R</a> 3 Pole: <a href=""/ferraz-shawmut-20328r"">20328R</a></li><br/><li><b>Fuse Reducers</b></li><li>60 Amp to 30 Amp: <a href=""/ferraz-shawmut-r632"">R632</a></li><li>100 Amp to 30 Amp: <a href=""ferraz-shawmut-r132"">R132</a></li></ul></div></div>
</div>"
FRN-R-25.jpg,FRN-R-25,"FRN-R 25 Amp, 250V, Class RK5, Bussmann FRN-R-25, FRN-R 25A | aka: Fusetron FRN-R-25, Cooper Bussmann FRN-R-25, UPC: 051712507332","<div class=""product attribute description"">
<p>FRN-R 25 Amp, 250V, Class RK5, Bussmann FRN-R-25, FRN-R 25A | aka: Fusetron FRN-R-25, Cooper Bussmann FRN-R-25, UPC: 051712507332</p><hr/>
<div class=""value""><div class=""productdesc""><p><b>Description:</b></p><ul class=""productdesc""><li>25 Amps, 250 Volts AC</li><li>UL Class RK5</li><li>Dual Element</li><li>Time Delay</li><li>Physical Size: 0.56"" x 2""</li><li>AC Voltage Rating: 250</li><li>Interrupting Rating: 200,000 AIC @ 250 VAC</li><li>DC Voltage Rating: 125</li><li>Interrupting Rating: 20,000 @ 125 VDC</li><li>UL Listed, Class RK-5, Guide JDDZ, File E4273</li><li>CSA Certified, C22.2 No. 248.12, Class 1422-01, File 53787</li><li><br/></li><li><b>Related Products:</b></li><br/><li><b>Fuse Blocks</b></li><li>Box Lugs (Al/Cu #2-14)</li><li>Adder: <a href=""/ferraz-shawmut-20305r"">20305R</a> 1 Pole: <a href=""/ferraz-shawmut-20306r"">20306R</a> 2 Pole: <a href=""/ferraz-shawmut-20307r"">20307R</a> 3 Pole: <a href=""/ferraz-shawmut-20308r"">20308R</a></li><li>Screw Connector (Cu #10-14)</li><li>1 Pole: <a href=""/ferraz-shawmut-20316r"">20316R</a> 2 Pole: <a href=""/ferraz-shawmut-20317r"">20317R</a> 3 Pole: <a href=""/ferraz-shawmut-20318r"">20318R</a></li><li>Pressure Plate (Cu #10-14)</li><li>1 Pole: <a href=""/ferraz-shawmut-20326r"">20326R</a> 2 Pole: <a href=""/ferraz-shawmut-20327r"">20327R</a> 3 Pole: <a href=""/ferraz-shawmut-20328r"">20328R</a></li><br/><li><b>Fuse Reducers</b></li><li>60 Amp to 30 Amp: <a href=""/ferraz-shawmut-r632"">R632</a></li><li>100 Amp to 30 Amp: <a href=""ferraz-shawmut-r132"">R132</a></li><li></li><li></li></ul></div></div>
</div>"
FRN-R-25.jpg,FRN-R-25,"FRN-R 25 Amp, 250V, Class RK5, Bussmann FRN-R-25, FRN-R 25A | aka: Fusetron FRN-R-25, Cooper Bussmann FRN-R-25, UPC: 051712507332","<div class=""product attribute description"">
<p>FRN-R 25 Amp, 250V, Class RK5, Bussmann FRN-R-25, FRN-R 25A | aka: Fusetron FRN-R-25, Cooper Bussmann FRN-R-25, UPC: 051712507332</p><hr/>
<div class=""value""><div class=""productdesc""><p><b>Description:</b></p><ul class=""productdesc""><li>25 Amps, 250 Volts AC</li><li>UL Class RK5</li><li>Dual Element</li><li>Time Delay</li><li>Physical Size: 0.56"" x 2""</li><li>AC Voltage Rating: 250</li><li>Interrupting Rating: 200,000 AIC @ 250 VAC</li><li>DC Voltage Rating: 125</li><li>Interrupting Rating: 20,000 @ 125 VDC</li><li>UL Listed, Class RK-5, Guide JDDZ, File E4273</li><li>CSA Certified, C22.2 No. 248.12, Class 1422-01, File 53787</li><li><br/></li><li><b>Related Products:</b></li><br/><li><b>Fuse Blocks</b></li><li>Box Lugs (Al/Cu #2-14)</li><li>Adder: <a href=""/ferraz-shawmut-20305r"">20305R</a> 1 Pole: <a href=""/ferraz-shawmut-20306r"">20306R</a> 2 Pole: <a href=""/ferraz-shawmut-20307r"">20307R</a> 3 Pole: <a href=""/ferraz-shawmut-20308r"">20308R</a></li><li>Screw Connector (Cu #10-14)</li><li>1 Pole: <a href=""/ferraz-shawmut-20316r"">20316R</a> 2 Pole: <a href=""/ferraz-shawmut-20317r"">20317R</a> 3 Pole: <a href=""/ferraz-shawmut-20318r"">20318R</a></li><li>Pressure Plate (Cu #10-14)</li><li>1 Pole: <a href=""/ferraz-shawmut-20326r"">20326R</a> 2 Pole: <a href=""/ferraz-shawmut-20327r"">20327R</a> 3 Pole: <a href=""/ferraz-shawmut-20328r"">20328R</a></li><br/><li><b>Fuse Reducers</b></li><li>60 Amp to 30 Amp: <a href=""/ferraz-shawmut-r632"">R632</a></li><li>100 Amp to 30 Amp: <a href=""ferraz-shawmut-r132"">R132</a></li><li></li><li></li></ul></div></div>
</div>"
ATMR12.jpg,ATMR12,"ATMR 12 Amp, 600V, Class CC, Ferraz ATMR12, ATMR 12A | aka: Mersen ATMR12, Ferraz Shawmut ATMR12, UPC: 782001904548","<div class=""product attribute description"">
<p>ATMR 12 Amp, 600V, Class CC, Ferraz ATMR12, ATMR 12A | aka: Mersen ATMR12, Ferraz Shawmut ATMR12, UPC: 782001904548</p><hr/>
<div class=""value""><div class=""productdesc""><p><b>Description:</b></p><ul class=""productdesc""><li>12 Amps, 600 Volts AC</li><li>Class CC Fuse</li><li>Fast Acting</li><li>Very Current Limiting</li><li>Physical Size: 13/32"" x 1 1/2""</li><li>Versatile Design for Individual Component and Branch Circuit Protection</li><li>Rejection Style Prevents Replacement Errors</li><li>AC Voltage Rating: 600</li><li>DC Voltage Rating: 600</li><li>AC Interrupting Rating: 200,000 AIC</li><li>DC Interrupting Rating: 100,000 AIC</li><li>UL Listed to Standard 248-4 File E2137</li><li>CSA Certified to Standard C22.2 No. 248.4</li><li>DC Listed to UL Standard 248</li><li><br/></li><li><b>Related Products:</b></li><br/><li>Ultrasafe Fuse Holders</li><li>1 Pole: <a href=""/ferraz-shawmut-uscc1"">USCC1</a>; 1 Pole with Indicator:<a href=""/ferraz-shawmut-uscc1i"">USCC1I</a></li><li>2 Pole: <a href=""/ferraz-shawmut-uscc2"">USCC2</a>; 2 Pole with Indicator:<a href=""/ferraz-shawmut-uscc2i"">USCC2I</a></li><li>3 Pole: <a href=""/ferraz-shawmut-uscc3"">USCC3</a>; 3 Pole with Indicator:<a href=""/ferraz-shawmut-uscc3i"">USCC3I</a></li><li>4 Pole: <a href=""/ferraz-shawmut-uscc4"">USCC4</a>; 4 Pole with Indicator:<a href=""/ferraz-shawmut-uscc4i"">USCC4I</a></li><br/><li>Fuse Blocks</li><li>Screw with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30310r"">30310R</a> 1 Pole: <a href=""/ferraz-shawmut-30311r"">30311R</a> 2 Pole: <a href=""/ferraz-shawmut-30312r"">30312R</a> 3 Pole: <a href=""/ferraz-shawmut-30313r"">30313R</a></li><li>Pressure Plate with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30320r"">30320R</a> 1 Pole: <a href=""/ferraz-shawmut-30321r"">30321r</a> 2 Pole: <a href=""/ferraz-shawmut-30322r"">30322R</a> 3 Pole: <a href=""/ferraz-shawmut-30323r"">30323R</a></li><li>Copper Box Lugs</li><li>Adder: <a href=""/ferraz-shawmut-30350r"">30350R</a> 1 Pole: <a href=""/ferraz-shawmut-30351r"">30351R</a> 2 Pole: <a href=""/ferraz-shawmut-30352r"">30352R</a> 3 Pole: <a href=""/ferraz-shawmut-30353r"">30353R</a></li></ul></div></div>
</div>"
ATMR12.jpg,ATMR12,"ATMR 12 Amp, 600V, Class CC, Ferraz ATMR12, ATMR 12A | aka: Mersen ATMR12, Ferraz Shawmut ATMR12, UPC: 782001904548","<div class=""product attribute description"">
<p>ATMR 12 Amp, 600V, Class CC, Ferraz ATMR12, ATMR 12A | aka: Mersen ATMR12, Ferraz Shawmut ATMR12, UPC: 782001904548</p><hr/>
<div class=""value""><div class=""productdesc""><p><b>Description:</b></p><ul class=""productdesc""><li>12 Amps, 600 Volts AC</li><li>Class CC Fuse</li><li>Fast Acting</li><li>Very Current Limiting</li><li>Physical Size: 13/32"" x 1 1/2""</li><li>Versatile Design for Individual Component and Branch Circuit Protection</li><li>Rejection Style Prevents Replacement Errors</li><li>AC Voltage Rating: 600</li><li>DC Voltage Rating: 600</li><li>AC Interrupting Rating: 200,000 AIC</li><li>DC Interrupting Rating: 100,000 AIC</li><li>UL Listed to Standard 248-4 File E2137</li><li>CSA Certified to Standard C22.2 No. 248.4</li><li>DC Listed to UL Standard 248</li><li><br/></li><li><b>Related Products:</b></li><br/><li>Ultrasafe Fuse Holders</li><li>1 Pole: <a href=""/ferraz-shawmut-uscc1"">USCC1</a>; 1 Pole with Indicator:<a href=""/ferraz-shawmut-uscc1i"">USCC1I</a></li><li>2 Pole: <a href=""/ferraz-shawmut-uscc2"">USCC2</a>; 2 Pole with Indicator:<a href=""/ferraz-shawmut-uscc2i"">USCC2I</a></li><li>3 Pole: <a href=""/ferraz-shawmut-uscc3"">USCC3</a>; 3 Pole with Indicator:<a href=""/ferraz-shawmut-uscc3i"">USCC3I</a></li><li>4 Pole: <a href=""/ferraz-shawmut-uscc4"">USCC4</a>; 4 Pole with Indicator:<a href=""/ferraz-shawmut-uscc4i"">USCC4I</a></li><br/><li>Fuse Blocks</li><li>Screw with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30310r"">30310R</a> 1 Pole: <a href=""/ferraz-shawmut-30311r"">30311R</a> 2 Pole: <a href=""/ferraz-shawmut-30312r"">30312R</a> 3 Pole: <a href=""/ferraz-shawmut-30313r"">30313R</a></li><li>Pressure Plate with Double Quick Connects at Both Ends</li><li>Adder: <a href=""/ferraz-shawmut-30320r"">30320R</a> 1 Pole: <a href=""/ferraz-shawmut-30321r"">30321r</a> 2 Pole: <a href=""/ferraz-shawmut-30322r"">30322R</a> 3 Pole: <a href=""/ferraz-shawmut-30323r"">30323R</a></li><li>Copper Box Lugs</li><li>Adder: <a href=""/ferraz-shawmut-30350r"">30350R</a> 1 Pole: <a href=""/ferraz-shawmut-30351r"">30351R</a> 2 Pole: <a href=""/ferraz-shawmut-30352r"">30352R</a> 3 Pole: <a href=""/ferraz-shawmut-30353r"">30353R</a></li></ul></div></div>
</div>"
